ID	name	C	H	O	N	P	cas	experimental_enthalpy
1213	N-Pentadecylcyclohexane	21	42	0	0	0	6006-95-7	-105.14
1214	Nonalactone	9	16	2	0	0	6008-27-1	-112.4
1215	Ethoxy-ethane	4	10	1	0	0	60-29-7	-60.4
1216	_2-Pentanol	5	12	1	0	0	6032-29-7	-74.74
1217	Tricyclo-4-4-2-0-1-6-dodeca-2-4-8-triene	12	14	0	0	0	60329-21-7	66.11
1218	Acetamide	2	5	1	1	0	60-35-5	-56.96
1219	Benzoic-acid--2-3-dimethyl-	9	10	2	0	0	603-79-2	-82.65
1220	Phenanthrene--9-10-dimethyl-	16	14	0	0	0	604-83-1	40
1221	_2a-4a-6a-6b-Tetrahydrocyclopenta-cd-pentalene	10	10	0	0	0	6053-74-3	53.5
1222	_1-Naphthalenol--4-nitroso	10	7	2	1	0	605-60-7	-4.88
1223	Dimethylpropanedioic-acid-dimethyl-ester	7	12	4	0	0	6065-54-9	-191.86
1224	Propylhydroperoxide	3	8	2	0	0	6068-96-8	-60
1225	Bicyclo-4-4-1-undeca-1-3-5-8-tetralene	11	12	0	0	0	6074-99-3	62.3
1226	Propanedioic-acid--methyl---dimethyl-ester	6	10	4	0	0	609-02-9	-183.69
1227	Pentane--3-ethyl-2-methyl-	8	18	0	0	0	609-26-7	-50.48
1228	Benzoic-acid--2-5-dimethyl-	9	10	2	0	0	610-72-0	-83.91
1229	c_-Z---Z--2-4-Hexadiene	6	10	0	0	0	6108-61-8	12.5
1230	Methyl-2-furoate	6	6	3	0	0	611-13-2	-96.8
1231	Benzene--1-ethyl-2-methyl-	9	12	0	0	0	611-14-3	0.29
1232	Quinoline--8-methyl-	10	9	0	1	0	611-32-5	40.08
1233	_4-Quinolinol	9	7	1	1	0	611-36-9	4.97
1234	Benzoylformic-acid	8	6	3	0	0	611-73-4	-92.9
1235	Benzamide--N-N-dimethyl-	9	11	1	1	0	611-74-5	-20.6
1236	_2-Ethylbenzoic-acid	9	10	2	0	0	612-19-1	-81.43
1237	_1-1--3--1---Terphenyl--5--phenyl-	24	18	0	0	0	612-71-5	88.86
1238	_4-4--Dimethylbiphenyl	14	14	0	0	0	613-33-2	26.6
1239	_2--Diacetoxymethyl-furan	9	10	5	0	0	613-75-2	-184.7
1240	c_--945--Cyanoacetophenone	9	7	1	1	0	614-16-4	16.76
1241	Methylenecyclopropane	4	6	0	0	0	6142-73-0	48
1242	DL-2-3-Dimethoxy-2-3-diphenylsuccinonitrile	18	16	2	2	0	61502-57-6	41.9
1243	_5-Amino-2-methyl-2H-tetrazole	2	5	0	5	0	6154-04-7	71.41
1244	_2-Pentene--3-methyl----E--	6	12	0	0	0	616-12-6	-15.18
1245	Di-tert-butyl-ether	8	18	1	0	0	6163-66-2	-86.3
1246	_2-Pyrrolidinone	4	7	1	1	0	616-45-5	-47.17
1247	_1-8-Paracyclophane	21	26	0	0	0	6169-94-4	6.9
1248	_2-Dodecanone	12	24	1	0	0	6175-49-1	-96.62
1249	Pentane--3-ethyl-	7	16	0	0	0	617-78-7	-45.34
1250	Diethylcyanamide	5	10	0	2	0	617-83-4	15.2
1251	_1-Ethyl-8-methylnaphthalene	13	14	0	0	0	61886-71-3	23.45
1252	Benzoic-acid--3-4-dimethyl-	9	10	2	0	0	619-04-5	-86.62
1253	_3-Ethylbenzoic-acid	9	10	2	0	0	619-20-5	-82.89
1254	Benzenamine--N-N-dimethyl-3-nitro-	8	10	2	2	0	619-31-8	17.4
1255	_4-Ethylbenzoic-acid	9	10	2	0	0	619-64-7	-84.99
1256	Hexane--3-ethyl-	8	18	0	0	0	619-99-8	-50.4
1257	Benzene--1-ethyl-3-methyl-	9	12	0	0	0	620-14-4	-0.46
1258	_2-Pentenoic-acid-propyl-ester	8	14	2	0	0	62030-39-1	-98.7
1259	_3-Pentenoic-acid-propyl-ester	8	14	2	0	0	62030-40-4	-96.6
1260	_3-Pentenoic-acid-isopropyl-ester	8	14	2	0	0	62030-41-5	-101.6
1261	_4-Pentenoic-acid-propyl-ester	8	14	2	0	0	62030-43-7	-95.1
1262	_4-Pentenoic-acid-isopropyl-ester	8	14	2	0	0	62030-44-8	-99.7
1263	Benzene---nitromethyl--	7	7	2	1	0	622-42-4	7.34
1264	Acetic-acid--cyclohexyl-ester	8	14	2	0	0	622-45-7	-121.2
1265	N-N-Dimethylnonamide	11	23	1	1	0	6225-08-7	-89.38
1266	Benzene--1-butynyl-	10	10	0	0	0	622-76-4	59.42
1267	Benzene---azidomethyl--	7	7	0	3	0	622-79-7	99.5
1268	_1-Ethyl-4-methylbenzene	9	12	0	0	0	622-96-8	-0.78
1269	_2-Propenal--3--2-furanyl--	7	6	2	0	0	623-30-3	-25.3
1270	_3-Hexanol	6	14	1	0	0	623-37-0	-79.54
1271	_2-Butene---E--	4	8	0	0	0	624-64-6	-2.58
1272	Methyl-nitrite	1	3	2	1	0	624-91-9	-15.64
1273	_1-1-Dimethylpropyl-acetate	7	14	2	0	0	625-16-1	-128.8
1274	Aniline	6	7	0	1	0	62-53-3	20.8
1275	Urea--ethyl-	3	8	1	2	0	625-52-5	-61.53
1276	Nitric-acid--ethyl-ester	2	5	3	1	0	625-58-1	-37
1277	Dinitromethane	1	2	4	2	0	625-76-3	-14.1
1278	_1H-Pyrrole--2-5-dimethyl-	6	9	0	1	0	625-84-3	9.5
1279	_1-3-Benzenedicarbonitrile	8	4	0	2	0	626-17-5	86.69
1280	_2-Butanamine--N--1-methylpropyl--	8	19	0	1	0	626-23-3	-43.88
1281	_4-Pyridinol	5	5	1	1	0	626-64-2	-7.2
1282	Meso-3-4-dicyclohexyl-2-5-dimethylhexan	20	38	0	0	0	62678-52-8	-71.6
1283	_2-Hexanol	6	14	1	0	0	626-93-7	-79.71
1284	_1-Pentyne	5	8	0	0	0	627-19-0	34.5
1285	_2-Pentene---Z--	5	10	0	0	0	627-20-3	-7
1286	_2-Pentyne	5	8	0	0	0	627-21-4	30.8
1287	c_-E--2-Butenenitrile	4	5	0	1	0	627-26-9	33.63
1288	Undecanoic-acid--ethyl-ester	13	26	2	0	0	627-90-7	-151.5
1289	Butane--1-methoxy-	5	12	1	0	0	628-28-4	-61.68
1290	Propane--1-ethoxy-	5	12	1	0	0	628-32-0	-65.05
1291	Peroxide--diethyl	4	10	2	0	0	628-37-5	-46.1
1292	_1-4-Cyclohexadiene	6	8	0	0	0	628-41-1	24
1293	_1-1-2-2-Tetra-t-butylethane	18	38	0	0	0	62850-21-9	-59.9
1294	Methylene-diacetate	5	8	4	0	0	628-51-3	-186.58
1295	_1-Heptyne	7	12	0	0	0	628-71-7	24.8
1296	_1-Octyne	8	14	0	0	0	629-05-0	19.29
1297	_1-6-Hexanediol	6	14	2	0	0	629-11-8	-109.8
1298	Ethane--1-2-diethoxy-	6	14	2	0	0	629-14-1	-98.06
1299	_1-3-5-7-Cyclooctatetraene	8	8	0	0	0	629-20-9	71.13
1300	_1-7-Heptanediol	7	16	2	0	0	629-30-1	-114.1
1301	_1-8-Octanediol	8	18	2	0	0	629-41-4	-116.5
1302	Tridecane	13	28	0	0	0	629-50-5	-74.45
1303	Ethoxyacetonitrile	4	7	1	1	0	62957-60-2	-16.61
1304	Tetradecane	14	30	0	0	0	629-59-4	-79.38
1305	Pentadecane	15	32	0	0	0	629-62-9	-84.81
1306	Tetradecanenitrile	14	27	0	1	0	629-63-0	-41.78
1307	_1-Hexadecene	16	32	0	0	0	629-73-2	-59.37
1308	Heptadecane	17	36	0	0	0	629-78-7	-94.15
1309	Nonadecane	19	40	0	0	0	629-92-5	-104
1310	Carbon-monoxide	1	0	1	0	0	630-08-0	-26.417
1311	Propanenitrile--2-2-dimethyl-	5	9	0	1	0	630-18-2	-0.79
1312	_1-2-3-4-Tetrahydro-N-methylcarbazole	13	15	0	1	0	6303-88-4	22.3
1313	_4-Pentynoic-acid-ethyl-ester	7	10	2	0	0	63093-41-4	-55.7
1314	Urea--tetramethyl-	5	12	1	2	0	632-22-4	-49.13
1315	Benzoic-acid--2-6-dimethyl-	9	10	2	0	0	632-46-2	-81.64
1316	Benzene--1-1--1---1-----1-2-ethanediylidene-tetrakis-	26	22	0	0	0	632-50-8	85.4
1317	Bicyclo-2-2-1-hept-5-ene-2-2-3-3-tetracarbonitrile	11	6	0	4	0	6343-21-1	176.6
1318	_1-2-4-5-Benzenetetracarboxylic-acid--tetramethyl-ester	14	14	8	0	0	635-10-9	-325.36
1319	Quinoline--1-2-3-4-tetrahydro-	9	11	0	1	0	635-46-1	19.6
1320	_1-4-Cyclohexanedione	6	8	2	0	0	637-88-7	-79.49
1321	Propane--2-ethoxy-2-methyl-	6	14	1	0	0	637-92-3	-75.96
1322	Ethanol	2	6	1	0	0	64-17-5	-56
1323	Formic-acid	1	2	2	0	0	64-18-6	-90.49
1324	Acetic-acid	2	4	2	0	0	64-19-7	-103.5
1325	Methyl-2-4-4-trimethylpentanoate	9	18	2	0	0	64198-22-7	-135.3
1326	_1H-Pyrrolizine--hexahydro-	7	13	0	1	0	643-20-9	-0.93
1327	_1-1--Biphenyl--2-methyl-	13	12	0	0	0	643-58-3	36.52
1328	_1-1--Biphenyl--4-methyl-	13	12	0	0	0	644-08-6	33.03
1329	c_-Z--2-Heptene	7	14	0	0	0	6443-92-1	-16.9
1330	_2-Pentene---E--	5	10	0	0	0	646-04-8	-7.7
1331	_1-3-Dioxolane	3	6	2	0	0	646-06-0	-72.1
1332	c_-Z--Ethene-1-2-diol	2	4	2	0	0	65144-74-3	-75.5
1333	_2-3-Butanediol--2-3-dimethyl---monoformate	7	14	3	0	0	65184-58-9	-161.7
1334	trans-1-2-Divinylcyclobutane	8	12	0	0	0	6553-48-6	42.4
1335	_2-6-Dimethylbenzonitrile	9	9	0	1	0	6575-13-9	34.94
1336	Bicyclo-5-3-1-undeca-1-3-5-7-9-pentaene	11	10	0	0	0	65754-71-4	95.5
1337	_5-Aminovaleric-acid	5	11	2	1	0	660-88-8	-109.98
1338	N-Methyl-2-3-5-6-dibenzazalene	17	13	0	1	0	6626-64-8	80.5
1339	Bicyclo-3-3-1-non-2-ene	9	14	0	0	0	6671-66-5	-11.7
1340	Tetra-tert-butyltetrahedrane	20	36	0	0	0	66809-06-1	6.2
1341	_1H-Indene--2-3-dihydro-4-7-dimethyl-	11	14	0	0	0	6682-71-9	-1.8
1342	Tetracyanoethylene	6	0	0	4	0	670-54-2	164.5
1343	Benzene--1-propynyl-	9	8	0	0	0	673-32-5	64.09
1344	Cyclopropylacetylene	5	6	0	0	0	6746-94-7	69.79
1345	_2-Oxetanone--4-methylene-	4	4	2	0	0	674-82-8	-45.47
1346	Methyl-alcohol	1	4	1	0	0	67-56-1	-49
1347	Isopropyl-alcohol	3	8	1	0	0	67-63-0	-65.19
1348	Acetone	3	6	1	0	0	67-64-1	-52.23
1349	n-Undecylcyclopentane	16	32	0	0	0	6785-23-5	-74.7
1350	n-Hexadecylcyclohexane	22	44	0	0	0	6812-38-0	-110.06
1351	n-Hexadecylcyclopentane	21	42	0	0	0	6812-39-1	-99.33
1352	Acetamide--N-N-diethyl-	6	13	1	1	0	685-91-6	-68.64
1353	Di-sec-butyl-ether	8	18	1	0	0	6863-58-7	-86.3
1354	Urea---1-methylpropyl--	5	12	1	2	0	689-11-2	-73.38
1355	N--2-Methylpropylidene--butylamine	8	17	0	1	0	6898-75-5	-21.8
1356	_1-Buten-3-yne	4	4	0	0	0	689-97-4	70.4
1357	Peroxide--dimethyl	2	6	2	0	0	690-02-8	-30
1358	DL-3-4-Di-1-cyclohexen-1-yl--2-2-5-5-tetramethylhexane	22	38	0	0	0	69045-73-4	-50.4
1359	_3-Hexene--2-2-dimethyl----Z--	8	16	0	0	0	690-92-6	-23.1
1360	_3-Hexene--2-2-dimethyl----E--	8	16	0	0	0	690-93-7	-28.2
1361	_1-Pentene--4-methyl-	6	12	0	0	0	691-37-2	-11.82
1362	Oxetane--3-3-dimethyl-	5	10	1	0	0	6921-35-3	-35.43
1363	_3-Hexene--2-2-5-5-tetramethyl----Z--	10	20	0	0	0	692-47-7	-30.3
1364	c_-E--2-2-5-5-Tetramethyl-3-hexene	10	20	0	0	0	692-48-8	-39.9
1365	_3-Hexene--2-5-dimethyl----E--	8	16	0	0	0	692-70-6	-28.56
1366	_1-Hexyne	6	10	0	0	0	693-02-7	29.23
1367	Pentane--1-1--oxybis-	10	22	1	0	0	693-65-2	-93.1
1368	Ethenylcyclopropane	5	8	0	0	0	693-86-7	30.4
1369	Cyclopentene--1-methyl-	6	10	0	0	0	693-89-0	-1.05
1370	_1H-Imidazole--2-methyl-	4	6	0	2	0	693-98-1	21.5
1371	Bicyclo-3-1-0-hex-2-ene	6	8	0	0	0	694-01-9	37.8
1372	_1-2-3-6-Tetrahydropyridine	5	9	0	1	0	694-05-3	7.1
1373	Cyclopentene--3-ethyl-	7	12	0	0	0	694-35-9	-2.97
1374	Pyridine--1-oxide	5	5	1	1	0	694-59-7	21
1375	Bicyclo-4-2-0-octa-1-3-5-triene	8	8	0	0	0	694-87-1	47.7
1376	N-N--Bis--m-methoxyphenyl-terphtalamide	22	20	4	2	0	6957-81-9	-81.3
1377	Benzoic-acid--2-hydroxy-	7	6	3	0	0	69-72-7	-118.5
1378	_2-Furancarboxaldehyde--5-nitro-	5	3	4	1	0	698-63-5	-35.2
1379	Benzeneacetic-acid----945--amino-	8	9	2	1	0	69-91-0	-67
1380	Benzene--pentamethyl-	11	16	0	0	0	700-12-9	-16.1
1381	_2-Methyladamantane	11	18	0	0	0	700-56-1	-36.3
1382	Adamantan-2-ol	10	16	1	0	0	700-57-2	-71.5
1383	_2-Adamantanone	10	14	1	0	0	700-58-3	-55.1
1384	Adamantane--1-3-dimethyl-	12	20	0	0	0	702-79-4	-52.3
1385	c_-Z--1-3-Butadienol	4	6	1	0	0	70415-58-6	-22
1386	_2-3H--Furanone--5-hexyldihydro-	10	18	2	0	0	706-14-9	-118.6
1387	Benzene---trimethoxymethyl--	10	14	3	0	0	707-07-3	-103.6
1388	_1-3-5-Trimethyladamantane	13	22	0	0	0	707-35-7	-60.9
1389	Benzenecarboperoxoic-acid--1-methyl-1-phenylethyl-ester	16	16	3	0	0	7074-00-2	-45
1390	cis-Bicyclo-3-2-0-hept-2-ene	7	10	0	0	0	7095-65-0	28.4
1391	trans-1-2-Diethyl-cyclopropane	7	14	0	0	0	71032-66-1	-11.74
1392	cis-1-2-Diethylcyclopropane	7	14	0	0	0	71032-67-2	-10.66
1393	Tricyclo-3-3-1-1-sup-3-7--sup--decane-1-carboxylic-acid--methyl-ester	12	18	2	0	0	711-01-3	-118.4
1394	Piperidine--1-nitro-	5	10	2	2	0	7119-94-0	-10.6
1395	_1-Propanol	3	8	1	0	0	71-23-8	-61.2
1396	Bicyclo-3-2-2-non-6-ene	9	14	0	0	0	7124-86-9	-0.84
1397	_1-Butanol	4	10	1	0	0	71-36-3	-66
1398	_1-Pentanol	5	12	1	0	0	71-41-0	-71
1399	Benzene	6	6	0	0	0	71-43-2	19.8
1400	N-N--Bis--p-methoxyphenyl-terephthalamide	22	20	4	2	0	7144-15-2	-76.6
1401	Glycine--N-N-dimethyl---methyl-ester	5	11	2	1	0	7148-06-3	-88.53
1402	p-Nitrobenzylidene-tert-butylamine	11	14	2	2	0	718-36-5	11.8
1403	_2-Octanone--oxime	8	17	1	1	0	7207-49-0	-43.22
1404	Octanone-3-oxime	8	17	1	1	0	7207-50-3	-41.31
1405	Octanone-4-oxime	8	17	1	1	0	7207-51-4	-43.28
1406	Cyclopropane--1-1-diethynyl-	7	6	0	0	0	72323-66-1	128.7
1407	Exo-hydroxy-endo-endo-tetracyclo-6-2-1-1-sup-3-6--sup-0-sup-2-7--sup--dodecane	12	18	1	0	0	7273-98-5	-44.3
1408	_2-Pyridinol	5	5	1	1	0	72762-00-6	-19
1409	_2-5-Diphenyl-1-5-hexadiene	18	18	0	0	0	7283-49-0	68
1410	_1-Methoxydecane	11	24	1	0	0	7289-52-3	-91.08
1411	N-N-Dimethyl-4-methoxybenzamide	10	13	2	1	0	7291-00-1	-53.7
1412	Benzamide--N-N-dimethyl-4-nitro-	9	10	3	2	0	7291-01-2	-20.6
1413	_2-Butenoic-acid--butyl-ester	8	14	2	0	0	7299-91-4	-99.4
1414	_5-Methyl-2-4-hexanedione--enol-	7	12	2	0	0	7307-03-1	-108.2
1415	_1-4-Hexadiene---Z--	6	10	0	0	0	7318-67-4	18.5
1416	trans-1-4-Hexadiene	6	10	0	0	0	7319-00-8	17.7
1417	Propanedinitrile--dimethyl-	5	6	0	2	0	7321-55-3	47.12
1418	Phenol--2-4-6-tris-1-1-dimethylethyl--	18	30	1	0	0	732-26-3	-88.39
1419	Phenanthrene--3-4-5-6-tetramethyl-	18	18	0	0	0	7343-06-8	38.3
1420	Phenanthrene--2-4-5-7-tetramethyl-	18	18	0	0	0	7396-38-5	31.1
1421	_3-5-Heptanedione	7	12	2	0	0	7424-54-6	-104.9
1422	Cyclohexanol--2-methyl---cis-	7	14	1	0	0	7443-70-1	-71.87
1423	Butanoic-acid--2-methyl---ethyl-ester	7	14	2	0	0	7452-79-1	-123.35
1424	_1H-Tetrazole--1-5-diphenyl-	13	10	0	4	0	7477-73-8	125.9
1425	Methane	1	4	0	0	0	74-82-8	-17.89
1426	Ethane	2	6	0	0	0	74-84-0	-20
1427	Ethylene	2	4	0	0	0	74-85-1	12.54
1428	Acetylene	2	2	0	0	0	74-86-2	54.19
1429	Methylamine	1	5	0	1	0	74-89-5	-5.62
1430	Hydrogen-cyanide	1	1	0	1	0	74-90-8	32.299
1431	_3-Tert-butylbenzoic-acid	11	14	2	0	0	7498-54-6	-95.79
1432	Propane	3	8	0	0	0	74-98-6	-25.02
1433	Propyne	3	4	0	0	0	74-99-7	44.32
1434	Ethylamine	2	7	0	1	0	75-04-7	-13.8
1435	Acetonitrile	2	3	0	1	0	75-05-8	17.7
1436	Acetaldehyde	2	4	1	0	0	75-07-0	-40.8
1437	Formamide	1	3	1	1	0	75-12-7	-44.5
1438	Isocyanic-acid	1	1	1	1	0	75-13-8	-24.3
1439	Cyclopropane	3	6	0	0	0	75-19-4	9.392
1440	Ethylene-oxide	2	4	1	0	0	75-21-8	-12.58
1441	c_-E--3-4-Di-tert-butyl-3-hexene	14	28	0	0	0	75245-21-5	-40.22
1442	Isobutane	4	10	0	0	0	75-28-5	-32.07
1443	_2-Propanamine	3	9	0	1	0	75-31-0	-20
1444	Propanamide--2-2-dimethyl-	5	11	1	1	0	754-10-9	-74.83
1445	Trimethylamine	3	9	0	1	0	75-50-3	-5.67
1446	Methane--nitro-	1	3	2	1	0	75-52-5	-19.3
1447	Propylene-oxide	3	6	1	0	0	75-56-9	-22.63
1448	_2-Propanamine--2-methyl-	4	11	0	1	0	75-64-9	-28.8
1449	Ethanol--1-1-dimethyl-	4	10	1	0	0	75-65-0	-74.72
1450	Tricyclo-3-3-1-13-7-decane--1-nitro-	10	15	2	1	0	7575-82-8	-45.67
1451	Butane--2-2-dimethyl-	6	14	0	0	0	75-83-2	-44.35
1452	_2-Butanol--2-methyl-	5	12	1	0	0	75-85-4	-78.7
1453	Bicyclo-4-2-2-deca-3-7-diene-	10	14	0	0	0	75891-10-0	28
1454	_2-Butanone--3-3-dimethyl-	6	12	1	0	0	75-97-8	-69.47
1455	Pentane--3-methylene-	6	12	0	0	0	760-21-4	-13.4
1456	N-N-Dimethylbutyramide	6	13	1	1	0	760-79-2	-64.74
1457	_1-2-3-4-Tetramethylfulvene	10	14	0	0	0	76089-59-3	19.9
1458	_2-3-Butanediol--2-3-dimethyl-	6	14	2	0	0	76-09-5	-129.2
1459	Cyanogen-azide	1	0	0	4	0	764-05-6	108
1460	_2-4-Hexadiene--2-5-dimethyl-	8	14	0	0	0	764-13-6	-4.59
1461	_3-Hexene---Z--	6	12	0	0	0	7642-09-3	-11
1462	c_-Z--3-Heptene	7	14	0	0	0	7642-10-6	-16.6
1463	_2-Hexyne	6	10	0	0	0	764-35-2	25.73
1464	Fumaronitrile	4	2	0	2	0	764-42-1	81.3
1465	Propoxyethylene	5	10	1	0	0	764-47-6	-38.72
1466	c_--945--Methoxyisobutyronitrile	5	9	1	1	0	76474-09-4	-29.97
1467	_1-Decyne	10	18	0	0	0	764-93-2	10.01
1468	Cyclopropylamine	3	7	0	1	0	765-30-0	18.42
1469	Ethanone--1-cyclopropyl-	5	8	1	0	0	765-43-5	-27.55
1470	Spiro-2-4-hepta-4-6-diene	7	8	0	0	0	765-46-8	56.8
1471	Cyclopentene--1-2-dimethyl-	7	12	0	0	0	765-47-9	-9.89
1472	Dicyclopropa-cd-gh-pentalene-octahydro-	8	10	0	0	0	765-72-0	43
1473	Cyclobutanecarboxylic-acid-methyl-ester	6	10	2	0	0	765-85-5	-83.72
1474	Cyclohexanecarbonitrile	7	11	0	1	0	766-05-2	-0.85
1475	Cyclohexyl-hydroperoxide	6	12	2	0	0	766-07-4	-51.36
1476	_4-Methyl-2-6-7-trioxabicyclo-2-2-2-octane	6	10	3	0	0	766-32-5	-121.1
1477	Ammonia	0	3	0	1	0	7664-41-7	-10.98
1478	c_-Tert-butoxymethyl-oxirane	7	14	2	0	0	7665-72-7	-76.2
1479	Vinylphenyl-ether	8	8	1	0	0	766-94-9	5.5
1480	Quinoline--decahydro---trans-	9	17	0	1	0	767-92-0	-26.99
1481	Piperidine--2-2-6-6-tetramethyl-	9	19	0	1	0	768-66-1	-38.22
1482	_2-Hexene---Z--	6	12	0	0	0	7688-21-3	-11.2
1483	_1-Methyladamantane	11	18	0	0	0	768-91-2	-41.04
1484	Nitric-acid	0	1	3	1	0	7697-37-2	-32.101
1485	Water	0	2	1	0	0	7732-18-5	-57.7978
1486	Phenanthrene--9-10-dihydro-	14	12	0	0	0	776-35-2	37.07
1487	_5-5-Dimethyl-2-phenyl-1-3-dioxane	12	16	2	0	0	776-88-5	-74.4
1488	_3-Pentanol--3-methyl-	6	14	1	0	0	77-74-7	-83.24
1489	Nitrous-acid	0	1	2	1	0	7782-77-6	-18.34
1490	Phosphine	0	3	0	0	1	7803-51-2	1.31
1491	Ethane--1-1--1---1-----methanetetrayltetrakis-oxy--tetrakis-	9	20	4	0	0	78-09-1	-206
1492	Pyrene--4-5-9-10-tetrahydro-	16	14	0	0	0	781-17-9	21.6
1493	Butane--2-methyl-	5	12	0	0	0	78-78-4	-36.73
1494	_1-3-Butadiene--2-methyl-	5	8	0	0	0	78-79-5	18.09
1495	_1-Buten-3-yne--2-methyl-	5	6	0	0	0	78-80-8	61.8
1496	_1-Propanamine--2-methyl-	4	11	0	1	0	78-81-9	-23.57
1497	Propanenitrile--2-methyl-	4	7	0	1	0	78-82-0	5.44
1498	_1-Propanol--2-methyl-	4	10	1	0	0	78-83-1	-67.8
1499	Propanal--2-methyl-	4	8	1	0	0	78-84-2	-51.57
1500	_1-2-Propanediamine	3	10	0	2	0	78-90-0	-12.81
1501	_2-Butanol	4	10	1	0	0	78-92-2	-70.05
1502	Propanamide	3	7	1	1	0	79-05-0	-61.89
1503	Acrylamide	3	5	1	1	0	79-06-1	-31.12
1504	Propanoic-acid	3	6	2	0	0	79-09-4	-108.9
1505	_2-Propenoic-acid	3	4	2	0	0	79-10-7	-79
1506	Acetamide--N-methyl-	3	7	1	1	0	79-16-3	-59.3
1507	Acetic-acid--methyl-ester	3	6	2	0	0	79-20-9	-98
1508	Butane--2-3-dimethyl-	6	14	0	0	0	79-29-8	-42.49
1509	Anti-tricyclo-3-2-0-0-2-4--hept-6-ene	7	8	0	0	0	79356-83-5	91.76
1510	Methacrylamide	4	7	1	1	0	79-39-0	-37.69
1511	_2-Propenoic-acid--2-methyl-	4	6	2	0	0	79-41-4	-87.79
1512	Camphene	10	16	0	0	0	79-92-5	-6.8
1513	_2-n-Butyl-2-methylhexanenitrile	11	21	0	1	0	80606-32-2	-31.84
1514	_2-Propenoic-acid--2-methyl---methyl-ester	5	8	2	0	0	80-62-6	-83.34
1515	_2-Methyl-1-2-propanediamine	4	12	0	2	0	811-93-8	-21.57
1516	_3-Pentanone--2-2-4-4-tetramethyl-	9	18	1	0	0	815-24-7	-82.65
1517	_2-4-Pentanedione--3-methyl-	6	10	2	0	0	815-57-6	-102.5
1518	Dimethylvinylethynylmethanol-butyl-ether	11	18	1	0	0	819-41-0	-1.6
1519	Butanoic-acid--1-methylpropyl-ester	8	16	2	0	0	819-97-6	-130.3
1520	_1-3-5-Hexatriene---E--	6	8	0	0	0	821-07-8	40.1
1521	Pentacyclo-6-3-1-0-2-7--0-3-5--0-9-11--dodecane	12	16	0	0	0	82110-70-1	44.34
1522	Cyclobutene	4	6	0	0	0	822-35-5	37.5
1523	Bicyclo-2-1-1-hex-2-ene	6	8	0	0	0	822-41-3	60
1524	Cyclopentane--1-2-dimethyl---trans-	7	14	0	0	0	822-50-4	-32.67
1525	_4-Piperidinone--2-2-6-6-tetramethyl-	9	17	1	1	0	826-36-8	-65.4
1526	_8-Quinolinol--2-methyl-	10	9	1	1	0	826-81-3	-9.42
1527	Alpha-N-N-dimethylaminophenylacetonitrile	10	12	0	2	0	827-36-1	52.66
1528	Benzene--cyclohexyl-	12	16	0	0	0	827-52-1	-3.98
1529	Tricyclo-5-3-0-0-2-6--deca-1-7--ene	10	14	0	0	0	82834-02-4	37
1530	Cyclododecanone	12	22	1	0	0	830-13-7	-85.87
1531	Phenanthrene--4-methyl-	15	12	0	0	0	832-64-4	46.8
1532	Acenaphthene	12	10	0	0	0	83-32-9	37.48
1533	_3--2-Propylidene--1-4-pentadiene	8	12	0	0	0	83615-93-4	30.9
1534	_2-6-Naphthalenedicarboxylic-acid--dimethyl-ester	14	12	4	0	0	840-65-3	-132.7
1535	_9-10-Phenanthroquinone	14	8	2	0	0	84-11-7	-11.1
1536	o-Terphenyl	18	14	0	0	0	84-15-1	67.59
1537	trans-Bicyclo-4-1-0-hept-3-ene	7	10	0	0	0	84194-54-7	55.4
1538	_9-10-Anthraquinone	14	8	2	0	0	84-65-1	-18.1
